Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Offline,H,2018-05-21,488217246,2018-05-26,3187,651.21,524.96,2075406.27,1673047.52,402358.75
Sub-Saharan Africa,Benin,Beverages,Online,M,2023-02-23,701345574,2023-03-03,2596,47.45,31.79,123180.2,82526.84,40653.36
Sub-Saharan Africa,South Sudan,Cosmetics,Online,C,2021-02-05,172635829,2021-03-23,5633,437.2,263.33,2462747.6,1483337.89,979409.71
Sub-Saharan Africa,Niger,Cereal,Offline,H,2021-05-02,656824338,2021-06-21,7773,205.7,117.11,1598906.1,910296.03,688610.07
Europe,Ireland,Snacks,Offline,L,2018-05-29,378959929,2018-07-09,1519,152.58,97.44,231769.02,148011.36,83757.66
Europe,Andorra,Cereal,Offline,C,2019-01-24,784403932,2019-01-26,1409,205.7,117.11,289831.3,165007.99,124823.31
Sub-Saharan Africa,Angola,Clothes,Offline,M,2015-07-11,688830173,2015-07-19,9010,109.28,35.84,984612.8,322918.4,661694.4
Central America and the Caribbean,The Bahamas,Meat,Offline,C,2022-11-23,328224980,2023-01-06,7920,421.89,364.69,3341368.8,2888344.8,453024.0
Europe,Italy,Baby Food,Offline,L,2020-05-08,908887183,2020-06-09,8770,255.28,159.42,2238805.6,1398113.4,840692.2
Europe,Romania,Household,Offline,L,2020-08-31,557428109,2020-09-11,4220,668.27,502.54,2820099.4,2120718.8,699380.6
Europe,Slovakia,Fruits,Offline,M,2022-01-25,170771586,2022-01-31,3962,9.33,6.92,36965.46,27417.04,9548.42
Asia,South Korea,Beverages,Offline,M,2024-04-15,266153943,2024-04-20,9721,47.45,31.79,461261.45,309030.59,152230.86
Middle East and North Africa,Afghanistan,Cosmetics,Offline,C,2023-03-22,531124007,2023-04-29,251,437.2,263.33,109737.2,66095.83,43641.37
Central America and the Caribbean,Panama,Baby Food,Online,L,2016-04-03,273543107,2016-05-15,6339,255.28,159.42,1618219.92,1010563.38,607656.54
Sub-Saharan Africa,Kenya,Beverages,Offline,C,2018-05-03,671585071,2018-06-18,5801,47.45,31.79,275257.45,184413.79,90843.66
Sub-Saharan Africa,Eritrea,Household,Online,C,2024-07-07,723736226,2024-08-20,8487,668.27,502.54,5671607.49,4265056.98,1406550.51
Asia,Laos,Personal Care,Online,L,2015-04-25,398795402,2015-05-09,1276,81.73,56.67,104287.48,72310.92,31976.56
Middle East and North Africa,Israel,Fruits,Offline,C,2015-07-11,185873925,2015-07-12,3080,9.33,6.92,28736.4,21313.6,7422.8
Australia and Oceania,Fiji,Snacks,Online,L,2014-01-09,644395625,2014-02-15,9840,152.58,97.44,1501387.2,958809.6,542577.6
Asia,Cambodia,Baby Food,Offline,H,2022-07-29,154096829,2022-08-13,9531,255.28,159.42,2433073.68,1519432.02,913641.66
Central America and the Caribbean,Antigua and Barbuda,Office Supplies,Offline,C,2017-01-06,765026366,2017-01-26,7157,651.21,524.96,4660709.97,3757138.72,903571.25
North America,Canada,Household,Online,M,2017-06-20,547545564,2017-08-08,9755,668.27,502.54,6518973.85,4902277.7,1616696.15
Europe,Georgia,Office Supplies,Offline,C,2018-10-26,342328250,2018-12-01,1391,651.21,524.96,905833.11,730219.36,175613.75
Europe,Austria,Baby Food,Online,H,2017-06-17,610360753,2017-07-15,8165,255.28,159.42,2084361.2,1301664.3,782696.9
Asia,Bhutan,Beverages,Offline,M,2016-08-19,982941901,2016-09-02,3207,47.45,31.79,152172.15,101950.53,50221.62
Asia,Maldives,Office Supplies,Online,M,2021-02-01,711683022,2021-03-15,1676,651.21,524.96,1091427.96,879832.96,211595.0
Europe,Norway,Clothes,Offline,L,2021-01-10,918507945,2021-01-10,5767,109.28,35.84,630217.76,206689.28,423528.48
Australia and Oceania,New Zealand,Baby Food,Online,H,2018-11-12,545652997,2018-12-23,9702,255.28,159.42,2476726.56,1546692.84,930033.72
Sub-Saharan Africa,Rwanda,Vegetables,Offline,L,2023-11-09,405667006,2023-11-11,4737,154.06,90.93,729782.22,430735.41,299046.81
Middle East and North Africa,Qatar,Household,Offline,C,2014-09-06,931411302,2014-10-14,4157,668.27,502.54,2777998.39,2089058.78,688939.61
Central America and the Caribbean,Nicaragua,Baby Food,Offline,C,2019-08-25,826059710,2019-10-04,8280,255.28,159.42,2113718.4,1319997.6,793720.8
Europe,Netherlands,Cosmetics,Offline,C,2015-02-03,213098561,2015-02-13,9455,437.2,263.33,4133726.0,2489785.15,1643940.85
Europe,Russia,Snacks,Online,M,2016-04-17,186326682,2016-05-31,7061,152.58,97.44,1077367.38,688023.84,389343.54
Europe,Latvia,Clothes,Offline,L,2018-08-21,559855401,2018-10-06,2509,109.28,35.84,274183.52,89922.56,184260.96
Europe,Belgium,Personal Care,Online,C,2024-05-14,318108546,2024-05-24,4243,81.73,56.67,346780.39,240450.81,106329.58
Asia,Vietnam,Household,Offline,L,2015-11-01,765822446,2015-12-16,2735,668.27,502.54,1827718.45,1374446.9,453271.55
Europe,Armenia,Household,Offline,L,2014-05-01,578045928,2014-06-16,5490,668.27,502.54,3668802.3,2758944.6,909857.7
Australia and Oceania,Solomon Islands,Snacks,Online,C,2021-04-05,750140321,2021-04-27,2046,152.58,97.44,312178.68,199362.24,112816.44
Sub-Saharan Africa,Seychelles,Meat,Offline,M,2023-06-29,547779452,2023-07-19,8968,421.89,364.69,3783509.52,3270539.92,512969.6
Europe,Portugal,Snacks,Offline,M,2020-02-02,656949651,2020-02-04,4855,152.58,97.44,740775.9,473071.2,267704.7
Sub-Saharan Africa,Central African Republic,Cereal,Offline,L,2016-12-19,933949744,2017-01-04,5339,205.7,117.11,1098232.3,625250.29,472982.01
Europe,Italy,Cosmetics,Online,L,2021-07-19,855391061,2021-08-13,8078,437.2,263.33,3531701.6,2127179.74,1404521.86
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Offline,M,2016-01-08,868197429,2016-02-05,7767,437.2,263.33,3395732.4,2045284.11,1350448.29
Sub-Saharan Africa,Mali,Snacks,Offline,H,2016-02-27,139605176,2016-04-07,1129,152.58,97.44,172262.82,110009.76,62253.06
Asia,Taiwan,Fruits,Offline,H,2023-03-14,607163131,2023-03-27,1918,9.33,6.92,17894.94,13272.56,4622.38
Asia,China,Beverages,Offline,C,2018-06-30,228732621,2018-07-12,5920,47.45,31.79,280904.0,188196.8,92707.2
Europe,Belarus,Personal Care,Online,H,2022-05-03,632487475,2022-06-13,5954,81.73,56.67,486620.42,337413.18,149207.24
Central America and the Caribbean,Dominica,Beverages,Offline,C,2024-06-04,366914021,2024-06-20,6867,47.45,31.79,325839.15,218301.93,107537.22
Australia and Oceania,Marshall Islands,Vegetables,Offline,M,2021-04-29,750811088,2021-06-12,540,154.06,90.93,83192.4,49102.2,34090.2
Europe,Belgium,Fruits,Offline,L,2021-10-17,923290002,2021-11-28,884,9.33,6.92,8247.72,6117.28,2130.44
Australia and Oceania,Solomon Islands,Cosmetics,Offline,L,2020-01-18,993774592,2020-02-03,8841,437.2,263.33,3865285.2,2328100.53,1537184.67
Middle East and North Africa,Libya,Fruits,Online,C,2022-07-04,692001187,2022-08-12,7384,9.33,6.92,68892.72,51097.28,17795.44
Central America and the Caribbean,Dominica,Household,Online,M,2021-01-17,718018615,2021-02-02,6519,668.27,502.54,4356452.13,3276058.26,1080393.87
Central America and the Caribbean,Haiti,Personal Care,Offline,H,2019-10-01,492188203,2019-10-22,8282,81.73,56.67,676887.86,469340.94,207546.92
Middle East and North Africa,Israel,Cereal,Online,C,2018-11-06,405183780,2018-11-19,1739,205.7,117.11,357712.3,203654.29,154058.01
Asia,Malaysia,Baby Food,Online,L,2020-02-01,467991673,2020-02-16,7991,255.28,159.42,2039942.48,1273925.22,766017.26
Europe,Norway,Office Supplies,Offline,C,2021-05-09,761910712,2021-06-17,5166,651.21,524.96,3364150.86,2711943.36,652207.5
Europe,Ireland,Baby Food,Online,H,2022-01-19,988552224,2022-01-28,3426,255.28,159.42,874589.28,546172.92,328416.36
Europe,Croatia,Meat,Online,L,2017-09-26,919840037,2017-11-04,9963,421.89,364.69,4203290.07,3633406.47,569883.6
Central America and the Caribbean,Dominican Republic,Personal Care,Offline,C,2016-03-01,848010480,2016-03-04,4001,81.73,56.67,327001.73,226736.67,100265.06
Australia and Oceania,Federated States of Micronesia,Snacks,Offline,M,2021-03-30,235612380,2021-04-18,1794,152.58,97.44,273728.52,174807.36,98921.16
Asia,Bhutan,Household,Offline,C,2017-01-01,865507066,2017-01-13,1629,668.27,502.54,1088611.83,818637.66,269974.17
Sub-Saharan Africa,Kenya,Household,Online,M,2015-09-16,990868365,2015-09-16,8823,668.27,502.54,5896146.21,4433910.42,1462235.79
Middle East and North Africa,Egypt,Baby Food,Online,H,2020-06-07,285182607,2020-06-18,726,255.28,159.42,185333.28,115738.92,69594.36
Europe,San Marino,Cereal,Online,L,2019-09-20,292248618,2019-10-04,1715,205.7,117.11,352775.5,200843.65,151931.85
Sub-Saharan Africa,Swaziland,Beverages,Online,H,2014-04-19,376177728,2014-05-29,8204,47.45,31.79,389279.8,260805.16,128474.64
Australia and Oceania,Solomon Islands,Clothes,Online,C,2022-06-15,871393764,2022-06-21,3634,109.28,35.84,397123.52,130242.56,266880.96
Middle East and North Africa,Morocco,Personal Care,Online,L,2021-03-12,832633054,2021-04-28,3478,81.73,56.67,284256.94,197098.26,87158.68
Europe,Norway,Vegetables,Online,L,2015-10-09,284944427,2015-11-11,243,154.06,90.93,37436.58,22095.99,15340.59
Europe,Netherlands,Beverages,Online,H,2023-08-17,673689210,2023-10-04,8463,47.45,31.79,401569.35,269038.77,132530.58
Europe,Czech Republic,Cereal,Offline,H,2015-08-02,814541232,2015-08-16,9706,205.7,117.11,1996524.2,1136669.66,859854.54
Asia,Thailand,Meat,Offline,H,2017-06-13,943486821,2017-07-01,7572,421.89,364.69,3194551.08,2761432.68,433118.4
Europe,Albania,Baby Food,Offline,M,2019-02-04,466824805,2019-03-08,2689,255.28,159.42,686447.92,428680.38,257767.54
Asia,Malaysia,Snacks,Online,C,2022-08-06,211166512,2022-09-21,7718,152.58,97.44,1177612.44,752041.92,425570.52
Middle East and North Africa,Pakistan,Snacks,Online,M,2015-06-27,173435771,2015-07-29,2354,152.58,97.44,359173.32,229373.76,129799.56
Europe,Cyprus,Cereal,Online,H,2018-11-20,870868909,2018-12-22,8318,205.7,117.11,1711012.6,974120.98,736891.62
Europe,France,Cereal,Offline,H,2017-12-29,191014754,2018-01-19,4365,205.7,117.11,897880.5,511185.15,386695.35
Middle East and North Africa,Iraq,Baby Food,Online,L,2020-11-24,141734635,2021-01-03,1283,255.28,159.42,327524.24,204535.86,122988.38
Asia,Maldives,Cosmetics,Online,M,2021-02-25,101202380,2021-03-14,6888,437.2,263.33,3011433.6,1813817.04,1197616.56
Middle East and North Africa,Kuwait,Office Supplies,Online,M,2024-07-02,867904317,2024-08-18,1029,651.21,524.96,670095.09,540183.84,129911.25
Asia,Mongolia,Beverages,Online,C,2022-02-28,610639274,2022-03-05,586,47.45,31.79,27805.7,18628.94,9176.76
Middle East and North Africa,Iran,Personal Care,Offline,C,2017-07-15,718518579,2017-08-23,4469,81.73,56.67,365251.37,253258.23,111993.14
Europe,Belarus,Vegetables,Offline,M,2020-11-21,850966060,2020-12-20,8622,154.06,90.93,1328305.32,783998.46,544306.86
Middle East and North Africa,Bahrain,Clothes,Offline,C,2022-08-08,287718045,2022-08-27,1018,109.28,35.84,111247.04,36485.12,74761.92
Sub-Saharan Africa,Swaziland,Clothes,Offline,L,2019-11-23,178823363,2020-01-07,6662,109.28,35.84,728023.36,238766.08,489257.28
Europe,Portugal,Snacks,Online,H,2022-03-13,394643342,2022-03-13,2590,152.58,97.44,395182.2,252369.6,142812.6
Europe,Armenia,Personal Care,Online,M,2024-05-23,875851809,2024-06-15,2869,81.73,56.67,234483.37,162586.23,71897.14
Central America and the Caribbean,Jamaica,Vegetables,Online,L,2022-11-16,283435094,2022-11-25,3598,154.06,90.93,554307.88,327166.14,227141.74
Middle East and North Africa,Azerbaijan,Clothes,Online,H,2020-11-21,948692023,2021-01-07,7907,109.28,35.84,864076.96,283386.88,580690.08
Europe,Norway,Snacks,Offline,H,2023-03-08,323233926,2023-04-10,956,152.58,97.44,145866.48,93152.64,52713.84
Europe,Netherlands,Cereal,Offline,M,2019-12-17,428984630,2019-12-25,4940,205.7,117.11,1016158.0,578523.4,437634.6
Australia and Oceania,Tuvalu,Office Supplies,Online,C,2024-04-28,208180463,2024-05-22,4080,651.21,524.96,2656936.8,2141836.8,515100.0
Europe,Croatia,Cereal,Online,C,2024-02-23,473370254,2024-03-12,9632,205.7,117.11,1981302.4,1128003.52,853298.88
North America,Mexico,Beverages,Offline,H,2019-06-29,757415330,2019-08-12,4882,47.45,31.79,231650.9,155198.78,76452.12
Middle East and North Africa,Jordan,Cereal,Online,M,2017-04-13,663489520,2017-05-26,148,205.7,117.11,30443.6,17332.28,13111.32
Sub-Saharan Africa,Angola,Cosmetics,Offline,L,2015-03-31,315079152,2015-04-20,7778,437.2,263.33,3400541.6,2048180.74,1352360.86
Sub-Saharan Africa,Gabon,Cereal,Offline,M,2017-12-17,805983054,2018-01-03,7151,205.7,117.11,1470960.7,837453.61,633507.09
Middle East and North Africa,Afghanistan,Vegetables,Offline,C,2020-10-25,150312554,2020-12-05,9680,154.06,90.93,1491300.8,880202.4,611098.4
Australia and Oceania,East Timor,Snacks,Offline,L,2015-05-12,932491481,2015-06-15,3806,152.58,97.44,580719.48,370856.64,209862.84
Asia,North Korea,Clothes,Offline,L,2016-01-12,857256162,2016-01-18,3,109.28,35.84,327.84,107.52,220.32
Sub-Saharan Africa,Sudan,Snacks,Online,H,2022-09-22,399655425,2022-09-24,5776,152.58,97.44,881302.08,562813.44,318488.64
Sub-Saharan Africa,Botswana,Fruits,Online,C,2015-06-18,555050599,2015-07-19,662,9.33,6.92,6176.46,4581.04,1595.42
Asia,South Korea,Office Supplies,Offline,C,2023-11-20,589115512,2023-12-30,1226,651.21,524.96,798383.46,643600.96,154782.5
Central America and the Caribbean,Barbados,Meat,Offline,M,2014-12-23,287836492,2015-02-02,6069,421.89,364.69,2560450.41,2213303.61,347146.8
Asia,Taiwan,Household,Online,H,2016-01-17,407512366,2016-02-17,820,668.27,502.54,547981.4,412082.8,135898.6
Europe,United Kingdom,Beverages,Offline,L,2023-10-23,424754464,2023-11-15,3140,47.45,31.79,148993.0,99820.6,49172.4
Australia and Oceania,Tonga,Fruits,Online,H,2020-06-18,786486613,2020-07-06,7721,9.33,6.92,72036.93,53429.32,18607.61
Central America and the Caribbean,Grenada,Personal Care,Offline,M,2021-10-13,659945142,2021-11-12,1288,81.73,56.67,105268.24,72990.96,32277.28
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,H,2018-04-22,182678878,2018-05-02,7594,109.28,35.84,829872.32,272168.96,557703.36
Asia,Philippines,Meat,Offline,M,2023-06-22,912549149,2023-07-17,2427,421.89,364.69,1023927.03,885102.63,138824.4
Asia,Thailand,Office Supplies,Offline,L,2014-10-16,877729785,2014-11-12,8603,651.21,524.96,5602359.63,4516230.88,1086128.75
Central America and the Caribbean,Costa Rica,Cosmetics,Offline,H,2014-01-19,426707112,2014-02-21,972,437.2,263.33,424958.4,255956.76,169001.64
Europe,Slovenia,Vegetables,Online,H,2017-10-24,878279960,2017-12-13,1412,154.06,90.93,217532.72,128393.16,89139.56
Sub-Saharan Africa,Mauritius,Cosmetics,Offline,M,2024-02-21,471559655,2024-04-05,3836,437.2,263.33,1677099.2,1010133.88,666965.32
Sub-Saharan Africa,South Sudan,Fruits,Offline,H,2016-07-22,215970027,2016-08-14,9185,9.33,6.92,85696.05,63560.2,22135.85
Sub-Saharan Africa,Sudan,Personal Care,Online,H,2022-11-13,741247403,2022-11-20,434,81.73,56.67,35470.82,24594.78,10876.04
Europe,Norway,Personal Care,Online,L,2024-04-04,947440612,2024-04-08,7586,81.73,56.67,620003.78,429898.62,190105.16
Asia,Maldives,Vegetables,Online,M,2014-02-12,254910981,2014-03-22,2679,154.06,90.93,412726.74,243601.47,169125.27
Central America and the Caribbean,Saint Lucia,Snacks,Online,H,2014-01-23,854332339,2014-02-07,4779,152.58,97.44,729179.82,465665.76,263514.06
Australia and Oceania,Marshall Islands,Baby Food,Online,C,2015-02-21,956691014,2015-03-03,4986,255.28,159.42,1272826.08,794868.12,477957.96
Asia,Uzbekistan,Snacks,Online,H,2015-04-02,643285834,2015-05-08,1428,152.58,97.44,217884.24,139144.32,78739.92
Europe,Armenia,Baby Food,Online,M,2024-06-24,515728127,2024-07-08,4268,255.28,159.42,1089535.04,680404.56,409130.48
Sub-Saharan Africa,Rwanda,Office Supplies,Online,H,2017-01-01,345941722,2017-01-11,698,651.21,524.96,454544.58,366422.08,88122.5
Middle East and North Africa,Algeria,Personal Care,Offline,M,2021-12-15,426162946,2021-12-15,9941,81.73,56.67,812477.93,563356.47,249121.46
Australia and Oceania,Federated States of Micronesia,Cosmetics,Offline,H,2021-11-13,218940627,2022-01-01,8252,437.2,263.33,3607774.4,2172999.16,1434775.24
Sub-Saharan Africa,Sao Tome and Principe,Meat,Online,L,2022-02-23,607136094,2022-03-27,3917,421.89,364.69,1652543.13,1428490.73,224052.4
Sub-Saharan Africa,South Africa,Fruits,Online,M,2024-05-16,743923175,2024-06-03,2254,9.33,6.92,21029.82,15597.68,5432.14
Australia and Oceania,Australia,Personal Care,Online,M,2020-12-02,302788197,2021-01-06,611,81.73,56.67,49937.03,34625.37,15311.66
Europe,Belarus,Snacks,Offline,H,2021-09-20,827529990,2021-09-21,3369,152.58,97.44,514042.02,328275.36,185766.66
Middle East and North Africa,Iran,Cereal,Offline,H,2016-10-23,782259881,2016-12-11,6937,205.7,117.11,1426940.9,812392.07,614548.83
Asia,Vietnam,Personal Care,Offline,H,2024-06-23,501401698,2024-08-07,4760,81.73,56.67,389034.8,269749.2,119285.6
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,M,2021-09-22,839691770,2021-10-14,2309,9.33,6.92,21542.97,15978.28,5564.69
Central America and the Caribbean,Dominica,Cereal,Offline,L,2024-07-01,922178924,2024-07-04,2091,205.7,117.11,430118.7,244877.01,185241.69
Sub-Saharan Africa,Botswana,Beverages,Online,C,2018-02-27,394224488,2018-03-20,8641,47.45,31.79,410015.45,274697.39,135318.06
Asia,North Korea,Personal Care,Offline,H,2016-04-24,771502292,2016-06-11,3527,81.73,56.67,288261.71,199875.09,88386.62
Sub-Saharan Africa,Ghana,Clothes,Offline,C,2023-05-15,489998662,2023-06-04,348,109.28,35.84,38029.44,12472.32,25557.12
Middle East and North Africa,Pakistan,Cosmetics,Online,L,2018-07-04,756012427,2018-07-14,9732,437.2,263.33,4254830.4,2562727.56,1692102.84
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,L,2014-07-01,596154916,2014-07-08,4342,9.33,6.92,40510.86,30046.64,10464.22
Asia,Cambodia,Meat,Online,L,2020-04-06,907349956,2020-05-13,3870,421.89,364.69,1632714.3,1411350.3,221364.0
Central America and the Caribbean,Saint Lucia,Office Supplies,Online,H,2014-02-25,406833875,2014-04-02,39,651.21,524.96,25397.19,20473.44,4923.75
Central America and the Caribbean,Haiti,Fruits,Online,L,2024-02-18,582155501,2024-03-21,1604,9.33,6.92,14965.32,11099.68,3865.64
Sub-Saharan Africa,Liberia,Cosmetics,Offline,C,2015-07-09,741176164,2015-07-25,9352,437.2,263.33,4088694.4,2462662.16,1626032.24
Europe,Montenegro,Personal Care,Offline,M,2024-08-21,262069690,2024-09-07,1100,81.73,56.67,89903.0,62337.0,27566.0
Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,H,2014-06-18,843322408,2014-07-15,6696,154.06,90.93,1031585.76,608867.28,422718.48
Middle East and North Africa,Bahrain,Meat,Online,M,2018-12-25,653733146,2019-01-19,3020,421.89,364.69,1274107.8,1101363.8,172744.0
Middle East and North Africa,Pakistan,Cereal,Online,H,2020-03-20,182413232,2020-03-25,8984,205.7,117.11,1848008.8,1052116.24,795892.56
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,L,2017-09-25,888786494,2017-11-13,529,47.45,31.79,25101.05,16816.91,8284.14
Europe,Hungary,Clothes,Offline,C,2023-04-19,252589261,2023-04-20,5630,109.28,35.84,615246.4,201779.2,413467.2
Europe,Armenia,Fruits,Offline,M,2023-06-11,323870360,2023-07-29,9292,9.33,6.92,86694.36,64300.64,22393.72
Europe,Poland,Cereal,Online,C,2016-11-24,972991120,2016-12-25,8549,205.7,117.11,1758529.3,1001173.39,757355.91
Europe,Andorra,Snacks,Online,M,2019-12-10,340625369,2020-01-18,7471,152.58,97.44,1139925.18,727974.24,411950.94
Asia,China,Beverages,Online,L,2018-04-08,687759435,2018-04-26,2155,47.45,31.79,102254.75,68507.45,33747.3
Europe,Iceland,Clothes,Online,H,2015-02-14,745692145,2015-02-20,5732,109.28,35.84,626392.96,205434.88,420958.08
Sub-Saharan Africa,Sudan,Meat,Offline,H,2015-04-02,666034829,2015-04-04,3362,421.89,364.69,1418394.18,1226087.78,192306.4
Europe,Sweden,Personal Care,Online,L,2019-07-24,670711314,2019-09-07,7237,81.73,56.67,591480.01,410120.79,181359.22
Asia,Mongolia,Baby Food,Online,H,2019-10-04,601957929,2019-11-08,1583,255.28,159.42,404108.24,252361.86,151746.38
Sub-Saharan Africa,Rwanda,Baby Food,Offline,H,2014-05-29,372323501,2014-06-09,7653,255.28,159.42,1953657.84,1220041.26,733616.58
Australia and Oceania,Australia,Office Supplies,Online,L,2014-04-11,414669358,2014-05-09,8733,651.21,524.96,5687016.93,4584475.68,1102541.25
Sub-Saharan Africa,Mauritius,Fruits,Offline,M,2015-08-03,332169330,2015-08-28,5141,9.33,6.92,47965.53,35575.72,12389.81
Australia and Oceania,Federated States of Micronesia,Vegetables,Online,L,2016-01-25,248309743,2016-02-01,9226,154.06,90.93,1421357.56,838920.18,582437.38
Asia,Philippines,Office Supplies,Online,C,2020-04-18,356889426,2020-05-06,367,651.21,524.96,238994.07,192660.32,46333.75
Australia and Oceania,Palau,Cosmetics,Online,L,2023-08-31,472019708,2023-09-13,9976,437.2,263.33,4361507.2,2626980.08,1734527.12
Central America and the Caribbean,Honduras,Fruits,Online,L,2017-09-19,478124415,2017-10-26,6494,9.33,6.92,60589.02,44938.48,15650.54
Asia,India,Baby Food,Offline,H,2016-11-22,779939877,2017-01-07,397,255.28,159.42,101346.16,63289.74,38056.42
North America,United States of America,Cosmetics,Online,H,2021-02-02,952514922,2021-03-11,9187,437.2,263.33,4016556.4,2419212.71,1597343.69
Europe,Moldova,Beverages,Online,H,2021-01-09,191210877,2021-01-27,2403,47.45,31.79,114022.35,76391.37,37630.98
Europe,Croatia,Personal Care,Offline,M,2014-04-03,461701571,2014-05-11,6610,81.73,56.67,540235.3,374588.7,165646.6
Sub-Saharan Africa,Djibouti,Vegetables,Online,L,2021-03-25,649973332,2021-03-31,408,154.06,90.93,62856.48,37099.44,25757.04
Central America and the Caribbean,El Salvador,Office Supplies,Offline,C,2015-10-16,612324988,2015-11-08,9426,651.21,524.96,6138305.46,4948272.96,1190032.5
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Online,C,2016-01-18,725367867,2016-03-08,1326,152.58,97.44,202321.08,129205.44,73115.64
Europe,Bulgaria,Personal Care,Online,C,2014-11-19,536025798,2014-12-26,800,81.73,56.67,65384.0,45336.0,20048.0
Europe,Poland,Meat,Offline,C,2017-05-19,111535108,2017-07-06,4572,421.89,364.69,1928881.08,1667362.68,261518.4
Central America and the Caribbean,Saint Lucia,Meat,Offline,M,2014-01-31,489444625,2014-03-08,6396,421.89,364.69,2698408.44,2332557.24,365851.2
Middle East and North Africa,Somalia,Fruits,Online,M,2018-06-04,527615678,2018-06-19,2059,9.33,6.92,19210.47,14248.28,4962.19
Asia,Cambodia,Meat,Online,H,2018-08-11,954222095,2018-09-21,4378,421.89,364.69,1847034.42,1596612.82,250421.6
Central America and the Caribbean,Jamaica,Household,Online,M,2015-01-15,317750203,2015-02-12,8201,668.27,502.54,5480482.27,4121330.54,1359151.73
Asia,Singapore,Meat,Offline,M,2014-12-20,836998832,2015-01-22,5409,421.89,364.69,2282003.01,1972608.21,309394.8
Europe,Latvia,Fruits,Offline,M,2016-06-17,751079308,2016-07-10,9913,9.33,6.92,92488.29,68597.96,23890.33
Sub-Saharan Africa,Niger,Office Supplies,Offline,H,2024-06-05,169415462,2024-06-12,2655,651.21,524.96,1728962.55,1393768.8,335193.75
Central America and the Caribbean,Jamaica,Cosmetics,Online,C,2023-11-24,621743619,2023-11-27,6608,437.2,263.33,2889017.6,1740084.64,1148932.96
Europe,Ireland,Clothes,Online,H,2017-06-12,108112609,2017-07-03,1778,109.28,35.84,194299.84,63723.52,130576.32
Central America and the Caribbean,Grenada,Fruits,Offline,C,2019-11-05,748883759,2019-12-07,201,9.33,6.92,1875.33,1390.92,484.41
Middle East and North Africa,Egypt,Clothes,Online,L,2020-08-21,234730899,2020-10-05,944,109.28,35.84,103160.32,33832.96,69327.36
Sub-Saharan Africa,South Africa,Cereal,Offline,L,2021-07-24,376640355,2021-08-27,5106,205.7,117.11,1050304.2,597963.66,452340.54
Sub-Saharan Africa,South Sudan,Office Supplies,Offline,C,2020-07-05,355910956,2020-07-15,816,651.21,524.96,531387.36,428367.36,103020.0
Middle East and North Africa,Tunisia,Fruits,Online,H,2016-11-19,774154031,2017-01-06,8236,9.33,6.92,76841.88,56993.12,19848.76
Europe,Monaco,Meat,Offline,C,2016-12-07,503293406,2016-12-18,4558,421.89,364.69,1922974.62,1662257.02,260717.6
Sub-Saharan Africa,Guinea-Bissau,Clothes,Offline,M,2017-09-21,735565412,2017-10-17,9006,109.28,35.84,984175.68,322775.04,661400.64
Asia,Bhutan,Household,Online,H,2023-02-27,933518874,2023-03-04,7835,668.27,502.54,5235895.45,3937400.9,1298494.55
Sub-Saharan Africa,Gabon,Personal Care,Offline,C,2017-04-08,180015122,2017-05-08,9330,81.73,56.67,762540.9,528731.1,233809.8
Asia,India,Cereal,Offline,C,2023-01-04,328227984,2023-01-18,8809,205.7,117.11,1812011.3,1031621.99,780389.31
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online,H,2022-01-28,151643788,2022-03-06,3622,154.06,90.93,558005.32,329348.46,228656.86
Middle East and North Africa,Iran,Snacks,Offline,H,2024-05-22,294061362,2024-06-08,8147,152.58,97.44,1243069.26,793843.68,449225.58
Europe,United Kingdom,Meat,Online,M,2019-12-29,119592034,2020-02-03,8795,421.89,364.69,3710522.55,3207448.55,503074.0
Europe,Greece,Personal Care,Offline,C,2016-06-21,862659633,2016-07-01,9010,81.73,56.67,736387.3,510596.7,225790.6
Middle East and North Africa,Bahrain,Cereal,Online,M,2022-12-03,678000485,2022-12-29,4265,205.7,117.11,877310.5,499474.15,377836.35
Sub-Saharan Africa,Kenya,Baby Food,Offline,H,2023-03-14,490663421,2023-03-15,7065,255.28,159.42,1803553.2,1126302.3,677250.9
Australia and Oceania,New Zealand,Cosmetics,Online,L,2024-01-21,846009767,2024-02-12,1945,437.2,263.33,850354.0,512176.85,338177.15
Sub-Saharan Africa,Rwanda,Vegetables,Offline,L,2017-09-15,559713351,2017-09-24,474,154.06,90.93,73024.44,43100.82,29923.62
Europe,Portugal,Fruits,Offline,L,2019-04-05,767760503,2019-04-05,6249,9.33,6.92,58303.17,43243.08,15060.09
Middle East and North Africa,Saudi Arabia,Meat,Offline,C,2018-08-03,876450049,2018-08-20,9901,421.89,364.69,4177132.89,3610795.69,566337.2
